Variable,Description
Q94_3pct,Confidence can manage any issues arising from your condition (or conditions) - % Not very confident
Q94_4pct,Confidence can manage any issues arising from your condition (or conditions) - % Not at all confident
Q94_5pct,Confidence can manage any issues arising from your condition (or conditions) - % Don’t know
Q94_12pct,"Confidence can manage any issues arising from your condition (or conditions) - % Summary result - Confident (Combined 'very confident' and 'fairly confident' responses, using base excluding 'don't know')"
Q32_1pct,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - % Yes, definitely"
Q32_2pct,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - % Yes, to some extent"
Q32_3pct,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - % No"
Q32_4pct,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - % I haven't needed such support"
Q32_5pct,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - % Don't know / can't say"
Q32_12pct,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - % Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent' responses, using base excluding 'don't know / can't say' and 'I haven't needed support')"
Q95_1pct,"Last 12 months, had unexpected stays in hospital because of your condition (or conditions) - % Yes"
Q95_2pct,"Last 12 months, had unexpected stays in hospital because of your condition (or conditions) - % No"
Q96_1pct,Had a conversation with a healthcare professional from GP practice to discuss what is important  when managing condition (or conditions)? - % Yes
Q96_2pct,Had a conversation with a healthcare professional from GP practice to discuss what is important  when managing condition (or conditions)? - % No
Q96_3pct,Had a conversation with a healthcare professional from GP practice to discuss what is important  when managing condition (or conditions)? - % Don't know
Q97_1pct,Agreed a plan with a healthcare professional from your GP practice to manage your condition (or conditions) - % Yes
Q97_2pct,Agreed a plan with a healthcare professional from your GP practice to manage your condition (or conditions) - % No
Q97_3pct,Agreed a plan with a healthcare professional from your GP practice to manage your condition (or conditions) - % Don't know
Q98_1pct,How helpful plan is in managing your condition (or conditions) - % Very helpful
Q98_2pct,How helpful plan is in managing your condition (or conditions) - % Fairly helpful
Q98_3pct,How helpful plan is in managing your condition (or conditions) - % Not very helpful
Q98_4pct,How helpful plan is in managing your condition (or conditions) - % Not at all helpful
Q98_5pct,How helpful plan is in managing your condition (or conditions) - % Don't know
Q98_12pct,"How helpful plan is in managing your condition (or conditions) - % Summary result - Helpful (Combined 'very helpful' and 'fairly helpful' responses, using base excluding 'don't know')"
Q99_1pct,Given (or offered) a written or printed copy of this plan - % Yes
Q99_2pct,Given (or offered) a written or printed copy of this plan - % No
Q99_3pct,Given (or offered) a written or printed copy of this plan - % Don't know
Q66_1pct,"In the past 12 months, have you contacted an NHS service when you wanted to see a GP but your GP practice was closed?.....% Yes, for myself"
Q66_2pct,"In the past 12 months, have you contacted an NHS service when you wanted to see a GP but your GP practice was closed?.....% Yes, for someone else"
Q66_3pct,"In the past 12 months, have you contacted an NHS service when you wanted to see a GP but your GP practice was closed?.....% No"
Q67_1pct,"Considering all of the services you contacted, which of the following happened on that occasion?.....% I contacted an NHS service by telephone"
Q67_2pct,"Considering all of the services you contacted, which of the following happened on that occasion?.....% A healthcare professional called me back"
Q67_3pct,"Considering all of the services you contacted, which of the following happened on that occasion?.....% A healthcare professional visited me at home"
Q67_4pct,"Considering all of the services you contacted, which of the following happened on that occasion?.....% I went to A&E"
Q67_5pct,"Considering all of the services you contacted, which of the following happened on that occasion?.....% I saw a pharmacist"
Q67_8pct,"Considering all of the services you contacted, which of the following happened on that occasion?.....% I went to another general practice service"
Q67_6pct,"Considering all of the services you contacted, which of the following happened on that occasion?.....% I went to another NHS service"
Q67_7pct,"Considering all of the services you contacted, which of the following happened on that occasion?.....% Can’t remember"
Q68_1pct,How do you feel about how quickly you received care or advice on that occasion?- % It was about right
Q68_2pct,How do you feel about how quickly you received care or advice on that occasion? -%  It took too long
Q68_3pct,How do you feel about how quickly you received care or advice on that occasion? - % Don't know / doesn't apply
Q68_12_1pct,How do you feel about how quickly you received care or advice on that occasion?- % Summary result - It was about right (Using base excluding 'don't know / doesn't apply')
Q69_1pct,"Confidence and trust in the person they saw or spoke to on that occasion - % Yes, definitely"
Q69_2pct,"Confidence and trust in the person they saw or spoke to on that occasion - % Yes, to some extent"
Q69_3pct,"Confidence and trust in the person they saw or spoke to on that occasion - % No, not at all"
Q69_4pct,Confidence and trust in the person they saw or spoke to on that occasion - % Don't know / can't say
Q69_12pct,"Confidence and trust in the person they saw or spoke to on that occasion - % Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent', using base excluding 'don't know / can't say')"
Q70_1pct,Overall experience of NHS services when GP practice was closed - % Very good
Q70_2pct,Overall experience of NHS services when GP practice was closed - % Fairly good
Q70_3pct,Overall experience of NHS services when GP practice was closed - % Neither good nor poor
Q70_4pct,Overall experience of NHS services when GP practice was closed - % Fairly poor
Q70_5pct,Overall experience of NHS services when GP practice was closed - % Very poor
Q70_6pct,Overall experience of NHS services when GP practice was closed - % Don't know / can't say
Q70_12pct,"Overall experience of NHS services when GP practice was closed - % Summary result Good (Combined 'very good' and 'fairly good' responses, using base excluding 'don't know / can't say')"
Q42_1pct,When did you last try to get an NHS dental appointment for yourself? - % In the last 3 months
Q42_2pct,When did you last try to get an NHS dental appointment for yourself? - % Between 3 and 6 months ago
Q42_3pct,When did you last try to get an NHS dental appointment for yourself? - % Between 6 months and a year ago
Q42_4pct,When did you last try to get an NHS dental appointment for yourself? - % Between 1 and 2 years ago
Q42_5pct,When did you last try to get an NHS dental appointment for yourself? - % More than 2 years ago
Q42_6pct,When did you last try to get an NHS dental appointment for yourself? - % I have never tried to get an NHS dental appointment
Q43_1pct,Was appointment with a dental practice you had been to before for NHS dental care? - % Yes
Q43_2pct,Was appointment with a dental practice you had been to before for NHS dental care? - % No
Q43_3pct,Was appointment with a dental practice you had been to before for NHS dental care? - % Can't remember
Q44_1pct,Were you successful in getting an NHS dental appointment? - % Yes
Q44_2pct,Were you successful in getting an NHS dental appointment? - % No
Q44_3pct,Were you successful in getting an NHS dental appointment? - % Can't remember
Q45_1pct,Overall experience of NHS dental services - % Very good
Q45_2pct,Overall experience of NHS dental services - % Fairly good
Q45_3pct,Overall experience of NHS dental services - % Neither good nor poor
Q45_4pct,Overall experience of NHS dental services - % Fairly poor
Q45_5pct,Overall experience of NHS dental services - % Very poor
Q46_1pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % I haven't needed to visit a dentist
Q46_2pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % I no longer have any natural teeth
Q46_3pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % I haven't had time to visit a dentist
Q46_4pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % I don't like going to the dentist
Q46_5pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % I didn't think I could get an NHS dentist
Q46_6pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % I'm on a waiting list for an NHS dentist
Q46_7pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % I stayed with my dentist when they changed from NHS to private
Q46_8pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % I prefer to go to a private dentist
Q46_9pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % NHS dental care is too expensive
Q46_10pct,Why haven’t you tried to get an NHS dental appointment in the last two years? - % Another reason
Q47_1pct,Gender - % Male
Q47_2pct,Gender - % Female
Q48_Merged_1pct,Age - % Under 16
Q48_Merged_2pct,Age - % 16 to 24
Q48_Merged_3pct,Age - % 25 to 34
Q48_Merged_4pct,Age - % 35 to 44
Q48_Merged_5pct,Age - % 45 to 54
Q48_Merged_6pct,Age - % 55 to 64
Q48_Merged_7pct,Age - % 65 to 74
Q48_Merged_8pct,Age - % 75 to 84
Q48_Merged_9pct,Age - % 85 or over
Q49_1pct,Ethnic group - % White - English/Welsh/Scottish/Northern Irish/British
Q49_2pct,Ethnic group - % White - Irish
Q49_3pct,Ethnic group - % White - Gypsy or Irish Traveller
Q49_4pct,Ethnic group - % White - Any other White background
Q49_5pct,Ethnic group - % Mixed - White and Black Caribbean
Q49_6pct,Ethnic group - % Mixed - White and Black African
Q49_7pct,Ethnic group - % Mixed - White and Asian
Q49_8pct,Ethnic group - % Mixed - Any other Mixed/Multiple Ethnic background
Q49_9pct,Ethnic group - % Asian/Asian British - Indian
Q49_10pct,Ethnic group - % Asian/Asian British - Pakistani
Q49_11pct,Ethnic group - % Asian/Asian British - Bangladeshi
Q49_12pct,Ethnic group - % Asian/Asian British - Chinese
Q49_13pct,Ethnic group - % Asian/Asian British - Any other Asian background
Q49_14pct,Ethnic group - % Black/African/Caribbean/Black British - African
Q49_15pct,Ethnic group - % Black/African/Caribbean/Black British - Caribbean
Q49_16pct,Ethnic group - % Black/African/Caribbean/Black British - Any other Black/African/Caribbean background
Q49_17pct,Ethnic group - % Arab
Q49_18pct,Ethnic group - % Any other ethnic group
Q50_1pct,Working status - % Full-time paid work (30 hours or more each week)
Q50_2pct,Working status - % Part-time paid work (under 30 hours each week)
Q50_3pct,"Working status - % Full-time education at school, college or university"
Q50_4pct,Working status - % Unemployed
Q50_5pct,Working status - % Permanently sick or disabled
Q50_6pct,Working status - % Fully retired from work
Q50_7pct,Working status - % Looking after the family or home
Q50_8pct,Working status - % Doing something else
Q53_1pct,Parent or legal guardian - % Yes
Q53_2pct,Parent or legal guardian - % No
Q56_1pct,Look after/provide support to family etc. for physical or mental ill health/problems in old age - % No
Q56_2pct,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - % Yes, 1 to 9 hours a week"
Q56_3pct,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - % Yes, 10 to 19 hours a week"
Q56_4pct,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - % Yes, 20 to 34 hours a week"
Q56_5pct,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - % Yes, 35 to 49 hours a week"
Q56_6pct,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - % Yes, 50 or more hours a week"
Q56_23456pct,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - % Summary result - Yes (Combined all 'yes' responses, using base for summary result)"
Q54_1pct,Deaf and use sign language - % Yes
Q54_2pct,Deaf and use sign language - % No
Q55_1pct,Smoking habits - % Never smoked
Q55_2pct,Smoking habits - % Former smoker
Q55_3pct,Smoking habits - % Occasional smoker
Q55_4pct,Smoking habits - % Regular smoker
Q57_1pct,Sexual orientation - % Heterosexual or straight
Q57_2pct,Sexual orientation - % Gay or lesbian
Q57_3pct,Sexual orientation - % Bisexual
Q57_4pct,Sexual orientation - % Other
Q57_5pct,Sexual orientation - % I would prefer not to say
Q58_1pct,Religion - % No religion
Q58_2pct,Religion - % Buddhist
Q58_3pct,Religion - % Christian
Q58_4pct,Religion - % Hindu
Q58_5pct,Religion - % Jewish
Q58_6pct,Religion - % Muslim
Q58_7pct,Religion - % Sikh
Q58_8pct,Religion - % Other
Q58_9pct,Religion - % I would prefer not to say
Q3ci_lower_wil,95% confidence interval around % who say it was easy getting through to someone at GP practice on the phone (lower)
Q3ci_upper_wil,95% confidence interval around % who say it was easy getting through to someone at GP practice on the phone (upper)
Q4ci_lower_wil,95% confidence interval around % who found receptionists at GP practice helpful (lower)
Q4ci_upper_wil,95% confidence interval around % who found receptionists at GP practice helpful (upper)
Q73ci_lower_wil,95% confidence interval around % who say it was easy to use their GP practice's website to look for information or access services (lower)
Q73ci_upper_wil,95% confidence interval around % who say it was easy to use their GP practice's website to look for information or access services (upper)
Q25ci_lower_wil,95% confidence interval around % who say they are satisfied with the general practice appointment times that are available to them (lower)
Q25ci_upper_wil,95% confidence interval around % who say they are satisfied with the general practice appointment times that are available to them (upper)
Q8ci_lower_wil,95% confidence interval around % who say they have a preferred GP (lower)
Q8ci_upper_wil,95% confidence interval around % who say they have a preferred GP (upper)
Q9ci_lower_wil,"95% confidence interval around % who see their preferred doctor always, almost always or a lot of the time (lower)"
Q9ci_upper_wil,"95% confidence interval around % who see their preferred doctor always, almost always or a lot of the time (upper)"
Q75ci_lower_wil,95% confidence interval around % who say they last tried to make a general practice appointment in the past 6 months (lower)
Q75ci_upper_wil,95% confidence interval around % who say they last tried to make a general practice appointment in the past 6 months (upper)
Q77ci_lower_wil,95% confidence interval around % who say they were concerned about their health or the health of the person they were making the appointment for (lower)
Q77ci_upper_wil,95% confidence interval around % who say they were concerned about their health or the health of the person they were making the appointment for (upper)
Q79ci_lower_wil,95% confidence interval around % who say they were offered at least one choice of appointment (lower)
Q79ci_upper_wil,95% confidence interval around % who say they were offered at least one choice of appointment (upper)
Q80ci_lower_wil,95% confidence interval around % who say they were satisfied with the type of appointment they were offered (lower)
Q80ci_upper_wil,95% confidence interval around % who say they were satisfied with the type of appointment they were offered (upper)
Q80_12ci_lower_wil,95% confidence interval around % who say they accepted the appointment they were offered (lower)
Q80_12ci_upper_wil,95% confidence interval around % who say they accepted the appointment they were offered (upper)
Q18ci_lower_wil,95% confidence interval around % who found the overall experience of making an appointment good (lower)
Q18ci_upper_wil,95% confidence interval around % who found the overall experience of making an appointment good (upper)
Q83ci_lower_wil,95% confidence interval around % who say their last general practice appointment was in the past 6 months (lower)
Q83ci_upper_wil,95% confidence interval around % who say their last general practice appointment was in the past 6 months (upper)
Q85ci_lower_wil,95% confidence interval around % who say they waited less than 15 minutes after their appointment time to see or speak to the healthcare professional (lower)
Q85ci_upper_wil,95% confidence interval around % who say they waited less than 15 minutes after their appointment time to see or speak to the healthcare professional (upper)
Q86aci_lower_wil,95% confidence interval around % who say the healthcare professional was good at giving them enough time (lower)
Q86aci_upper_wil,95% confidence interval around % who say the healthcare professional was good at giving them enough time (upper)
Q86bci_lower_wil,95% confidence interval around % who say the healthcare professional was good at listening to them (lower)
Q86bci_upper_wil,95% confidence interval around % who say the healthcare professional was good at listening to them (upper)
Q86eci_lower_wil,95% confidence interval around % who say the healthcare professional was good at treating them with care and concern (lower)
Q86eci_upper_wil,95% confidence interval around % who say the healthcare professional was good at treating them with care and concern (upper)
Q87ci_lower_wil,95% confidence interval around % who say they felt their healthcare professional recognised and/or understood their mental health needs (lower)
Q87ci_upper_wil,95% confidence interval around % who say they felt their healthcare professional recognised and/or understood their mental health needs (upper)
Q88ci_lower_wil,95% confidence interval around % who say they were involved as much as they wanted to be in decisions about their care and treatment (lower)
Q88ci_upper_wil,95% confidence interval around % who say they were involved as much as they wanted to be in decisions about their care and treatment (upper)
Q89ci_lower_wil,95% confidence interval around % who say they had confidence and trust in the healthcare professional they saw or spoke to (lower)
Q89ci_upper_wil,95% confidence interval around % who say they had confidence and trust in the healthcare professional they saw or spoke to (upper)
Q90ci_lower_wil,95% confidence interval around % who say their needs were met (lower)
Q90ci_upper_wil,95% confidence interval around % who say their needs were met (upper)
Q28ci_lower_wil,95% confidence interval around % who say their overall experience of the GP practice was good (lower)
Q28ci_upper_wil,95% confidence interval around % who say their overall experience of the GP practice was good (upper)
Q30_recoded_ci_lower_wil,"95% confidence interval around % who say they have a long-term physical or mental health condition, disability or illness (lower)"
Q30_recoded_ci_upper_wil,"95% confidence interval around % who say they have a long-term physical or mental health condition, disability or illness (upper)"
Q93ci_lower_wil,95% confidence interval around % who say their long-term condition reduced their ability to carry out their day-to-day activities (lower)
Q93ci_upper_wil,95% confidence interval around % who say their long-term condition reduced their ability to carry out their day-to-day activities (upper)
Q94ci_lower_wil,95% confidence interval around % who say they were confident they could manage any issues arising from their condition or conditions (lower)
Q94ci_upper_wil,95% confidence interval around % who say they were confident they could manage any issues arising from their condition or conditions (upper)
Q32ci_lower_wil,95% confidence interval around % who say they had enough support in the last 12 months from local services/organisations to help manage long-term conditions (lower)
Q32ci_upper_wil,95% confidence interval around % who say they had enough support in the last 12 months from local services/organisations to help manage long-term conditions (upper)
Q96ci_lower_wil,95% confidence interval around % who say they had a conversation with a healthcare professional from their GP practice to discuss what was important to them when managing their condition (lower)
Q96ci_upper_wil,95% confidence interval around % who say they had a conversation with a healthcare professional from their GP practice to discuss what was important to them when managing their condition (upper)
Q97ci_lower_wil,95% confidence interval around % who say they agreed a plan with a healthcare professional from their GP practice to manage their condition or conditions (lower)
Q97ci_upper_wil,95% confidence interval around % who say they agreed a plan with a healthcare professional from their GP practice to manage their condition or conditions (upper)
Q98ci_lower_wil,95% confidence interval around % who say they found their plan helpful to manage their condition or conditions (lower)
Q98ci_upper_wil,95% confidence interval around % who say they found their plan helpful to manage their condition or conditions (upper)
Q99ci_lower_wil,95% confidence interval around % who say they were given or offered a written or printed copy of this plan (lower)
Q99ci_upper_wil,95% confidence interval around % who say they were given or offered a written or printed copy of this plan (upper)
Q68ci_lower_will,95% confidence interval around % who say they thought how quickly they received care or support on that occasion was about right (lower)
Q68ci_upper_will,95% confidence interval around % who say they thought how quickly they received care or support on that occasion was about right (upper)
Q69ci_lower_wil,95% confidence interval around % who say they had confidence and trust in the person they saw or spoke to on that occasion (lower)
Q69ci_upper_wil,95% confidence interval around % who say they had confidence and trust in the person they saw or spoke to on that occasion (upper)
Q70ci_lower_wil,95% confidence interval around % who say they had a good overall experience of NHS services when their GP practice was closed (lower)
Q70ci_upper_wil,95% confidence interval around % who say they had a good overall experience of NHS services when their GP practice was closed (upper)
Q56ci_lower_wil,"95% confidence interval around % who say they looked after or give help or support to family members, friends, neighbours or others because of either long-term physical or mental ill health / disability, or problems related to old age (lower)"
Q56ci_upper_wil,"95% confidence interval around % who say they looked after or give help or support to family members, friends, neighbours or others because of either long-term physical or mental ill health / disability, or problems related to old age (upper)"
